date,state,district,pincode,demo_age_5_17,demo_age_17_
01-03-2025,Gujarat,Sabarkantha,383460,123,233
01-03-2025,Gujarat,Gandhinagar,382016,60,499
01-03-2025,Uttar Pradesh,Ayodhya,224123,20,199
01-03-2025,Gujarat,Anand,387240,17,200
01-03-2025,Assam,Hailakandi,788150,18,134
01-03-2025,Telangana,Mulugu,506344,43,404
01-03-2025,Kerala,Kozhikode,673522,18,219
01-03-2025,Himachal Pradesh,Mandi,175106,12,110
01-03-2025,West Bengal,Purba Bardhaman,713512,27,219
01-03-2025,Bihar,Saran,841224,34,371
01-03-2025,Tamil Nadu,Tiruchirappalli,620005,29,264
01-03-2025,Punjab,Ludhiana,142027,20,189
01-03-2025,Madhya Pradesh,Mandsaur,458778,69,334
01-03-2025,Telangana,Nalgonda,508201,38,98
01-03-2025,Karnataka,Raichur,584129,61,342
01-03-2025,Himachal Pradesh,Mandi,171304,18,132
01-03-2025,Tamil Nadu,Namakkal,637404,18,215
01-03-2025,Andhra Pradesh,Eluru,534425,10,82
01-03-2025,Rajasthan,Pratapgarh,313605,136,3767
01-03-2025,Uttar Pradesh,Kasganj,207242,88,1569
01-03-2025,Chhattisgarh,Kabeerdham,491559,24,546
01-03-2025,Telangana,Medchal-malkajgiri,500085,67,580
01-03-2025,Maharashtra,Ahmadnagar,413739,12,267
01-03-2025,Rajasthan,Jaipur,303007,29,580
01-03-2025,Uttarakhand,Tehri Garhwal,249155,115,644
01-03-2025,Telangana,Hyderabad,500054,170,595
01-03-2025,Goa,South Goa,403710,12,88
01-03-2025,Uttar Pradesh,Rae Bareli,229128,18,221
01-03-2025,Uttar Pradesh,Faizabad,224171,28,281
01-03-2025,Odisha,Khorda,751015,23,106
01-03-2025,Rajasthan,Jaipur,302033,116,809
01-03-2025,Kerala,Kannur,670005,10,128
01-03-2025,Gujarat,Gandhinagar,382320,13,98
01-03-2025,Tamil Nadu,Chennai,600029,22,256
01-03-2025,Tamil Nadu,Chennai,600034,20,320
01-03-2025,Karnataka,Tumakuru,572104,45,270
01-03-2025,Karnataka,Gadag,582205,150,175
01-03-2025,West Bengal,South 24 Parganas,743345,10,152
01-03-2025,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533222,13,83
01-03-2025,Tamil Nadu,Virudhunagar,626121,11,186
01-03-2025,Maharashtra,Ratnagiri,415639,13,188
01-03-2025,Odisha,Baleshwar,756045,20,196
01-03-2025,Rajasthan,Dausa,303327,45,372
01-03-2025,Telangana,Siddipet,502276,15,52
01-03-2025,Rajasthan,Nagaur,341520,11,323
01-03-2025,West Bengal,Howrah,711316,68,1566
01-03-2025,Tamil Nadu,Ariyalur,621851,12,222
01-03-2025,Uttar Pradesh,Sonbhadra,231226,62,1042
01-03-2025,Uttar Pradesh,Ballia,277219,23,388
01-03-2025,Uttar Pradesh,Kanpur Nagar,208012,46,664
01-03-2025,Madhya Pradesh,Neemuch,458113,61,465
01-03-2025,Uttar Pradesh,Kannauj,209738,45,408
01-03-2025,Uttar Pradesh,Pratapgarh,230202,79,981
01-03-2025,Andhra Pradesh,Visakhapatnam,530008,48,555
01-03-2025,Rajasthan,Jodhpur,342028,27,385
01-03-2025,Telangana,Khammam,507159,23,201
01-03-2025,Andhra Pradesh,Guntur,522211,10,157
01-03-2025,Odisha,Bhadrak,756163,26,159
01-03-2025,Andhra Pradesh,Visakhapatnam,531113,35,386
01-03-2025,Maharashtra,Yavatmal,445210,19,163
01-03-2025,Tamil Nadu,Tenkasi,627814,17,55
01-03-2025,Madhya Pradesh,Niwari,472338,14,91
01-03-2025,Gujarat,Bharuch,392155,17,124
01-03-2025,Karnataka,Belagavi,591242,33,52
01-03-2025,West Bengal,Uttar Dinajpur,733156,107,1431
01-03-2025,Bihar,Munger,811212,93,1012
01-03-2025,Gujarat,Kheda,387130,179,1315
01-03-2025,Odisha,Koraput,764003,23,325
01-03-2025,Madhya Pradesh,East Nimar,450001,140,603
01-03-2025,Tamil Nadu,Vellore,635751,24,448
01-03-2025,Tamil Nadu,Virudhunagar,626189,61,573
01-03-2025,Uttar Pradesh,Amethi,227408,20,356
01-03-2025,Tamil Nadu,Virudhunagar,626128,12,99
01-03-2025,Gujarat,Kachchh,370105,109,311
01-03-2025,Bihar,Gaya,824209,114,877
01-03-2025,Rajasthan,Chittorgarh,323304,31,417
01-03-2025,Maharashtra,Latur,413519,41,810
01-03-2025,Haryana,Ambala,133203,16,208
01-03-2025,Punjab,Bathinda,151102,10,360
01-03-2025,Telangana,Mulugu,506352,16,202
01-03-2025,Telangana,K.v. Rangareddy,500097,133,671
01-03-2025,Madhya Pradesh,Rewa,486550,56,439
01-03-2025,West Bengal,Uttar Dinajpur,733208,107,1874
01-03-2025,Karnataka,Davangere,577528,25,197
01-03-2025,Jammu and Kashmir,Ramban,182148,58,256
01-03-2025,West Bengal,Howrah,711314,30,520
01-03-2025,Kerala,Ernakulam,686681,15,137
01-03-2025,Haryana,Rohtak,124501,25,295
01-03-2025,Uttar Pradesh,Lucknow,226021,125,1215
01-03-2025,Maharashtra,Nandurbar,425413,41,387
01-03-2025,West Bengal,Murshidabad,742401,73,887
01-03-2025,Tamil Nadu,Theni,625521,14,219
01-03-2025,Tamil Nadu,Kancheepuram,600100,68,800
01-03-2025,Tamil Nadu,Chennai,600008,10,122
01-03-2025,Kerala,Malappuram,676528,17,199
01-03-2025,Telangana,Bhadradri Kothagudem,507120,26,246
01-03-2025,Tamil Nadu,Salem,637101,30,679
01-03-2025,Kerala,Ernakulam,683516,14,137
01-03-2025,Jammu and Kashmir,Srinagar,190021,11,107
01-03-2025,Uttarakhand,Nainital,263159,34,235
01-03-2025,Kerala,Kozhikode,673027,17,156
01-03-2025,Madhya Pradesh,Bhopal,462044,48,358
01-03-2025,Karnataka,Belagavi,591121,26,58
01-03-2025,Karnataka,Bengaluru,560046,19,141
01-03-2025,Andhra Pradesh,Khammam,507161,11,180
01-03-2025,Andhra Pradesh,Ananthapuramu,515591,25,80
01-03-2025,Tamil Nadu,Tirupattur,635651,10,98
01-03-2025,Kerala,Kasaragod,671312,13,79
01-03-2025,Telangana,Mahabubnagar,509350,35,70
01-03-2025,Karnataka,Bengaluru,560066,130,810
01-03-2025,West Bengal,Paschim Medinipur,721260,36,529
01-03-2025,Assam,Barpeta,781316,34,630
01-03-2025,Odisha,Cuttack,754002,17,116
01-03-2025,Chhattisgarh,Jashpur,496118,125,961
01-03-2025,Jammu and Kashmir,Anantnag,192210,24,134
01-03-2025,Uttar Pradesh,Ghazipur,275205,39,510
01-03-2025,Gujarat,Gir Somnath,362720,79,241
01-03-2025,Maharashtra,Kolhapur,416229,20,331
01-03-2025,Rajasthan,Jodhpur,342305,49,618
01-03-2025,Rajasthan,Bikaner,334022,35,393
01-03-2025,Maharashtra,Aurangabad,431002,18,250
01-03-2025,Tamil Nadu,Kancheepuram,603103,65,718
01-03-2025,West Bengal,Paschim Medinipur,721516,29,625
01-03-2025,Madhya Pradesh,Datia,475671,53,426
01-03-2025,Goa,South Goa,403706,17,193
01-03-2025,Rajasthan,Jhunjhunun,333027,19,177
01-03-2025,Tamil Nadu,Cuddalore,606304,23,536
01-03-2025,Uttar Pradesh,Auraiya,206120,14,156
01-03-2025,Karnataka,Bengaluru,560030,35,205
01-03-2025,Tamil Nadu,Theni,625601,34,457
01-03-2025,Bihar,Khagaria,848201,10,137
01-03-2025,Gujarat,Junagadh,362625,59,76
01-03-2025,Gujarat,Valsad,396135,25,32
01-03-2025,Gujarat,Mahesana,384215,12,66
01-03-2025,Maharashtra,Nagpur,440006,12,110
01-03-2025,Uttar Pradesh,Mau,275305,131,1286
01-03-2025,Madhya Pradesh,Seoni,480996,120,702
01-03-2025,Rajasthan,Jhunjhunun,333514,28,287
01-03-2025,Uttar Pradesh,Agra,282005,201,1637
01-03-2025,Maharashtra,Thane,401101,71,753
01-03-2025,Haryana,Rewari,123106,111,606
01-03-2025,Himachal Pradesh,Bilaspur,174004,10,61
01-03-2025,Punjab,Sri Muktsar Sahib,152101,42,711
01-03-2025,Maharashtra,Raigarh,402106,11,203
01-03-2025,Madhya Pradesh,Shajapur,465230,33,190
01-03-2025,Uttar Pradesh,Faizabad,224158,20,365
01-03-2025,Tamil Nadu,Thiruvarur,614014,16,211
01-03-2025,Haryana,Jhajjar,124505,16,164
01-03-2025,Gujarat,Kachchh,370430,13,165
01-03-2025,Maharashtra,Osmanabad,413604,35,756
01-03-2025,Maharashtra,Amravati,444711,12,225
01-03-2025,Tamil Nadu,Cuddalore,607802,18,490
01-03-2025,Jammu and Kashmir,Jammu,180003,13,286
01-03-2025,Odisha,Kendrapara,754212,74,594
01-03-2025,Punjab,Bathinda,151005,11,252
01-03-2025,Andhra Pradesh,Chittoor,517004,28,271
01-03-2025,Andhra Pradesh,Visakhapatnam,530022,25,191
01-03-2025,Uttar Pradesh,Sant Kabir Nagar,272173,33,332
01-03-2025,Telangana,Jagitial,505454,24,129
01-03-2025,Andhra Pradesh,Anantapur,515561,16,169
01-03-2025,Tamil Nadu,Karur,639004,27,404
01-03-2025,Uttar Pradesh,Firozabad,283136,26,248
01-03-2025,Tamil Nadu,Villupuram,604303,12,146
01-03-2025,Andhra Pradesh,Nandyal,518221,11,78
01-03-2025,West Bengal,Jalpaiguri,735202,13,566
01-03-2025,Andhra Pradesh,Cuddapah,516269,51,685
01-03-2025,Bihar,Arwal,804421,98,892
01-03-2025,Gujarat,Rajkot,360002,132,1874
01-03-2025,Madhya Pradesh,Hoshangabad,461001,45,378
01-03-2025,Uttar Pradesh,Shrawasti,271803,57,1008
01-03-2025,West Bengal,Hooghly,712102,22,370
01-03-2025,Uttar Pradesh,Sitapur,261136,84,1395
01-03-2025,Uttar Pradesh,Hardoi,241403,74,1324
01-03-2025,Rajasthan,Chittorgarh,323307,28,495
01-03-2025,West Bengal,North 24 Parganas,743401,37,757
01-03-2025,Karnataka,Tumkur,572121,14,98
01-03-2025,Assam,Golaghat,785705,45,620
01-03-2025,Madhya Pradesh,Ujjain,456550,60,864
01-03-2025,Rajasthan,Sirohi,307043,10,223
01-03-2025,Jammu and Kashmir,Samba,184121,42,350
01-03-2025,Maharashtra,Pune,411031,12,91
01-03-2025,West Bengal,Nadia,741153,14,182
01-03-2025,Telangana,Nizamabad,503122,27,167
01-03-2025,Telangana,Warangal,506331,27,114
01-03-2025,Odisha,Mayurbhanj,757051,34,163
01-03-2025,Rajasthan,Bhilwara,311030,39,542
01-03-2025,West Bengal,Darjeeling,734201,30,399
01-03-2025,Tamil Nadu,Tiruchirappalli,621112,13,204
01-03-2025,Rajasthan,Alwar,301704,34,598
01-03-2025,Madhya Pradesh,Shajapur,465331,12,58
01-03-2025,Karnataka,Ballari,583126,10,14
01-03-2025,Telangana,Siddipet,502247,24,98
01-03-2025,Bihar,East Champaran,845437,172,2479
01-03-2025,Gujarat,Morbi,363641,224,1080
01-03-2025,Bihar,Gaya,823311,158,1221
01-03-2025,Bihar,West Champaran,845103,102,1260
01-03-2025,Bihar,Sitamarhi,843331,139,1854
01-03-2025,Assam,Marigaon,782105,113,804
01-03-2025,West Bengal,Jalpaiguri,735233,16,448
01-03-2025,Rajasthan,Udaipur,313902,41,929
01-03-2025,Bihar,Buxar,802134,67,835
01-03-2025,Karnataka,Tumkur,572221,11,95
01-03-2025,Assam,Nalbari,781349,30,134
01-03-2025,Gujarat,Kachchh,370485,15,132
01-03-2025,Maharashtra,Nagpur,441103,24,187
01-03-2025,Odisha,Ganjam,761005,31,268
01-03-2025,Himachal Pradesh,Chamba,176319,40,134
01-03-2025,Karnataka,Belagavi,591112,74,59
01-03-2025,West Bengal,Purba Bardhaman,713104,16,147
01-03-2025,Karnataka,Hassan,573119,44,102
01-03-2025,Karnataka,Udupi,574108,12,35
01-03-2025,Madhya Pradesh,Rajgarh,465697,124,569
01-03-2025,Andhra Pradesh,East Godavari,533002,37,317
01-03-2025,Jharkhand,Lohardaga,835302,201,3240
01-03-2025,Gujarat,Ahmedabad,380021,104,684
01-03-2025,Maharashtra,Akola,444311,15,436
01-03-2025,Maharashtra,Pune,411006,124,934
01-03-2025,Kerala,Malappuram,679579,24,204
01-03-2025,Uttar Pradesh,Gonda,271312,97,2057
01-03-2025,Bihar,Patna,800007,112,1087
01-03-2025,Tamil Nadu,Pudukkottai,613301,17,500
01-03-2025,Maharashtra,Nagpur,441101,23,1161
01-03-2025,West Bengal,Jalpaiguri,736202,14,398
01-03-2025,West Bengal,Nadia,741125,22,322
01-03-2025,Bihar,Siwan,841420,18,97
01-03-2025,Punjab,Patiala,140417,11,209
01-03-2025,Karnataka,Tumakuru,572133,10,47
01-03-2025,Odisha,Bhadrak,756181,41,248
01-03-2025,Tamil Nadu,Tirunelveli,627951,10,232
01-03-2025,Telangana,Siddipet,506355,23,67
01-03-2025,Rajasthan,Dholpur,328024,130,2780
01-03-2025,Madhya Pradesh,Katni,483440,59,921
01-03-2025,Bihar,Rohtas,802212,124,1047
01-03-2025,Uttar Pradesh,Firozabad,205135,72,1090
01-03-2025,Maharashtra,Nashik,422204,19,393
01-03-2025,Maharashtra,Pune,412207,144,1449
01-03-2025,Uttar Pradesh,Muzaffarnagar,251308,73,1032
01-03-2025,Tamil Nadu,Sivaganga,630559,10,126
01-03-2025,Uttar Pradesh,Pratapgarh,230124,64,1179
01-03-2025,Andhra Pradesh,Kurnool,518346,42,374
01-03-2025,Uttar Pradesh,Fatehpur,212665,69,1021
01-03-2025,Uttar Pradesh,Aligarh,202145,68,739
01-03-2025,Jammu and Kashmir,Budgam,191112,47,134
01-03-2025,Assam,Kamrup Metro,781011,24,251
01-03-2025,Punjab,Kapurthala,144626,18,331
01-03-2025,Maharashtra,Beed,414203,45,1479
01-03-2025,Bihar,East Champaran,845434,64,623
01-03-2025,Tamil Nadu,Tirunelveli,627353,13,150
01-03-2025,Gujarat,Banaskantha,385570,101,224
01-03-2025,Maharashtra,Nashik,423201,11,227
01-03-2025,Assam,Sonitpur,784171,17,231
01-03-2025,Rajasthan,Tonk,304507,36,738
01-03-2025,Uttar Pradesh,Bhadohi,221308,30,252
01-03-2025,Karnataka,Belgaum,591214,16,70
01-03-2025,Tamil Nadu,Tenkasi,627751,31,108
01-03-2025,Assam,Dibrugarh,786103,13,190
01-03-2025,Punjab,Sangrur,148035,16,532
01-03-2025,Kerala,Thiruvananthapuram,695564,21,227
01-03-2025,Madhya Pradesh,Narmadapuram,461668,10,64
01-03-2025,Assam,Jorhat,785633,16,175
01-03-2025,Tamil Nadu,Tirupattur,635851,12,111
01-03-2025,Rajasthan,Jaipur,302006,35,654
01-03-2025,Rajasthan,Hanumangarh,335501,54,1509
01-03-2025,Maharashtra,Solapur,413317,17,409
01-03-2025,Andhra Pradesh,Chittoor,517102,15,185
01-03-2025,Rajasthan,Jodhpur,342312,119,1808
01-03-2025,Tamil Nadu,Dharmapuri,636906,29,654
01-03-2025,Uttar Pradesh,Ghazipur,233222,131,1137
01-03-2025,West Bengal,Jalpaiguri,735122,20,404
01-03-2025,Andhra Pradesh,East Godavari,533103,36,246
01-03-2025,Madhya Pradesh,Barwani,451447,181,1340
01-03-2025,Kerala,Malappuram,676319,11,125
01-03-2025,Rajasthan,Jhunjhunun,333515,38,553
01-03-2025,Maharashtra,Nashik,422303,20,256
01-03-2025,Karnataka,Bengaluru,560038,36,155
01-03-2025,Uttar Pradesh,Kanpur Nagar,209402,48,951
01-03-2025,Odisha,Kendujhar,758047,76,471
01-03-2025,Uttar Pradesh,Amroha,244225,46,864
01-03-2025,Maharashtra,Latur,413521,34,716
01-03-2025,Gujarat,Bharuch,392130,55,158
01-03-2025,West Bengal,Birbhum,731235,10,113
01-03-2025,Gujarat,Ahmedabad,380050,59,449
01-03-2025,Bihar,Patna,800027,20,239
01-03-2025,Rajasthan,Bikaner,334808,30,150
01-03-2025,Bihar,Patna,800024,24,234
01-03-2025,West Bengal,Birbhum,731132,10,151
01-03-2025,Maharashtra,Dhule,424006,12,135
01-03-2025,Karnataka,Gadag *,582101,24,66
01-03-2025,Assam,Goalpara,783122,21,59
01-03-2025,Tamil Nadu,Erode,638315,21,449
01-03-2025,Bihar,Gopalganj,841438,188,1967
01-03-2025,Rajasthan,Jaipur,303107,82,827
01-03-2025,West Bengal,Malda,732139,152,1534
01-03-2025,Gujarat,Jamnagar,361210,42,391
01-03-2025,Chhattisgarh,Kanker,494635,31,336
01-03-2025,Telangana,Yadadri.,508113,34,467
01-03-2025,Gujarat,Vadodara,391107,24,161
01-03-2025,Uttar Pradesh,Rae Bareli,229216,43,556
01-03-2025,Andhra Pradesh,Visakhapatnam,530020,11,147
01-03-2025,Jharkhand,Bokaro,829107,21,1199
01-03-2025,Rajasthan,Bhilwara,311804,66,3228
01-03-2025,Maharashtra,Nashik,423104,44,849
01-03-2025,Uttar Pradesh,Ghaziabad,201012,59,766
01-03-2025,Gujarat,Anand,388640,35,377
01-03-2025,Assam,Cachar,788116,38,324
01-03-2025,Uttar Pradesh,Lalitpur,284126,50,1154
01-03-2025,Tamil Nadu,Ramanathapuram,623525,25,297
01-03-2025,Chhattisgarh,Bastar,494005,45,302
01-03-2025,Karnataka,Bengaluru,560104,10,43
01-03-2025,Andhra Pradesh,Ananthapuramu,515411,139,456
01-03-2025,Odisha,Boudh,762018,10,98
01-03-2025,Haryana,Bhiwani,127021,161,1202
01-03-2025,Bihar,Patna,804452,186,1890
01-03-2025,Uttar Pradesh,Azamgarh,276406,45,584
01-03-2025,Madhya Pradesh,Satna,485113,25,279
01-03-2025,Maharashtra,Mumbai Suburban,400065,28,436
01-03-2025,Madhya Pradesh,Mandla,481665,38,266
01-03-2025,Meghalaya,Ri Bhoi,793105,52,506
01-03-2025,Odisha,Angul,759125,107,790
01-03-2025,Jharkhand,Simdega,835211,53,1393
01-03-2025,Chhattisgarh,Janjgir-champa,495559,30,504
01-03-2025,Odisha,Jagatsinghapur,754113,19,307
01-03-2025,Maharashtra,Latur,413510,15,177
01-03-2025,Assam,Baksa,781377,11,175
01-03-2025,Madhya Pradesh,Mandsaur,458389,61,514
01-03-2025,Gujarat,Dohad,389155,15,226
01-03-2025,Telangana,Medchal-malkajgiri,500068,38,322
01-03-2025,Punjab,SAS Nagar (Mohali),140306,40,429
01-03-2025,West Bengal,Kolkata,700105,11,338
01-03-2025,Kerala,Thiruvananthapuram,695501,43,327
01-03-2025,Karnataka,Hassan,573133,15,70
01-03-2025,Karnataka,Dharwad,581207,42,100
01-03-2025,Telangana,Karimnagar,505208,14,57
01-03-2025,Karnataka,Tumkur,572116,10,86
01-03-2025,Tamil Nadu,Namakkal,637013,19,306
01-03-2025,Andhra Pradesh,Parvathipuram Manyam,532443,16,72
01-03-2025,Gujarat,Vadodara,391125,15,114
01-03-2025,Uttar Pradesh,Meerut,250103,61,867
01-03-2025,Uttar Pradesh,Mathura,281401,99,1197
01-03-2025,Maharashtra,Thane,400608,30,298
01-03-2025,Maharashtra,Mumbai Suburban,400095,117,1093
01-03-2025,Maharashtra,Pune,410501,145,2031
01-03-2025,Madhya Pradesh,Shivpuri,473585,73,676
01-03-2025,Uttar Pradesh,Azamgarh,276129,47,482
01-03-2025,West Bengal,Hooghly,712407,20,476
01-03-2025,Rajasthan,Jaipur,303108,223,1398
01-03-2025,Gujarat,Kachchh,370675,24,140
01-03-2025,Uttar Pradesh,Bahraich,271851,147,2315
01-03-2025,Punjab,Bathinda,151206,13,486
01-03-2025,Tamil Nadu,Tiruvannamalai,635703,19,326
01-03-2025,Jharkhand,Gumla,835230,16,533
01-03-2025,Bihar,Nawada,805121,48,647
01-03-2025,Maharashtra,Ahmadnagar,423601,36,906
01-03-2025,Odisha,Cuttack,753011,39,409
01-03-2025,West Bengal,South 24 Parganas,700140,32,787
01-03-2025,Odisha,Bhadrak,756131,60,470
01-03-2025,Uttarakhand,Uttarkashi,249171,28,219
01-03-2025,Rajasthan,Banswara,327608,10,675
01-03-2025,Karnataka,Bijapur,586125,126,123
01-03-2025,Andhra Pradesh,Bapatla,523201,15,134
01-03-2025,Maharashtra,Nashik,422101,102,1179
01-03-2025,Andhra Pradesh,Vizianagaram,535568,13,152
01-03-2025,Gujarat,Vadodara,391105,36,140
01-03-2025,Tamil Nadu,Karur,639110,17,398
01-03-2025,Andhra Pradesh,Ananthapur,515763,16,85
01-03-2025,Tamil Nadu,Kanniyakumari,629180,13,88
01-03-2025,Gujarat,Bharuch,392165,23,60
01-03-2025,Rajasthan,Bharatpur,321001,374,3315
01-03-2025,Andhra Pradesh,Chittoor,517417,38,322
01-03-2025,Odisha,JAJPUR,755019,71,475
01-03-2025,Maharashtra,Nashik,422208,20,315
01-03-2025,Uttar Pradesh,Gorakhpur,273015,210,1456
01-03-2025,Madhya Pradesh,Burhanpur,450331,374,1414
01-03-2025,Uttar Pradesh,Azamgarh,276125,47,513
01-03-2025,Uttar Pradesh,Allahabad,221502,73,752
01-03-2025,Madhya Pradesh,Satna,485005,23,249
01-03-2025,Karnataka,Bellary,583216,59,151
01-03-2025,Punjab,Fazilka,152124,18,437
01-03-2025,Odisha,JAJPUR,755015,16,138
01-03-2025,Andhra Pradesh,Kurnool,518508,35,207
01-03-2025,Gujarat,Anand,388335,20,138
01-03-2025,Jammu and Kashmir,Jammu,181132,40,500
01-03-2025,Bihar,Kaimur (Bhabua),821104,16,280
01-03-2025,Uttar Pradesh,Sultanpur,222301,20,323
01-03-2025,Karnataka,Tumakuru,572122,10,73
01-03-2025,Karnataka,Dharwad,580026,20,31
01-03-2025,Telangana,Kamareddy,503301,10,73
01-03-2025,Jharkhand,Dhanbad,828109,200,5656
01-03-2025,Assam,Barpeta,781308,157,1401
01-03-2025,Uttar Pradesh,Etah,207401,62,779
01-03-2025,Uttar Pradesh,Etawah,206001,279,2106
01-03-2025,Tamil Nadu,Salem,636111,16,165
01-03-2025,Bihar,East Champaran,845406,51,771
01-03-2025,Karnataka,Raichur,584115,42,253
01-03-2025,Uttar Pradesh,Bulandshahr,202395,98,992
01-03-2025,Bihar,Vaishali,844115,32,513
01-03-2025,Chhattisgarh,Baloda Bazar,493338,34,1304
01-03-2025,Uttar Pradesh,Varanasi,221302,84,731
01-03-2025,Uttar Pradesh,Gautam Buddha Nagar,201306,329,2507
01-03-2025,West Bengal,South 24 Parganas,743395,36,799
01-03-2025,Rajasthan,Alwar,301405,94,1635
01-03-2025,Tamil Nadu,Tirunelveli,627953,27,285
01-03-2025,Karnataka,Udupi,576214,53,187
01-03-2025,Madhya Pradesh,Seoni,480887,61,1546
01-03-2025,West Bengal,Purba Medinipur,721422,35,323
01-03-2025,West Bengal,Murshidabad,742102,45,690
01-03-2025,Karnataka,Bagalkot,587124,81,122
01-03-2025,Karnataka,Vijayapura,586217,143,142
01-03-2025,Andhra Pradesh,Prakasam,523261,11,217
01-03-2025,Tamil Nadu,Ramanathapuram,623704,37,550
01-03-2025,West Bengal,South 24 Parganas,700154,21,544
01-03-2025,Uttarakhand,Haridwar,247670,22,288
01-03-2025,Telangana,Adilabad,504102,40,132
01-03-2025,Andhra Pradesh,Kakinada,533001,42,319
01-03-2025,Telangana,Adilabad,504251,14,76
01-03-2025,Rajasthan,Jhunjhunun,333302,11,179
01-03-2025,West Bengal,Puruliya,723154,28,300
01-03-2025,Madhya Pradesh,Bhopal,462030,84,569
01-03-2025,Tamil Nadu,Pudukkottai,622301,33,813
01-03-2025,Gujarat,Ahmedabad,382213,22,196
01-03-2025,Madhya Pradesh,Dhar,454665,28,317
01-03-2025,Telangana,Siddipet,502103,140,410
01-03-2025,Telangana,Nizamabad,503246,60,213
01-03-2025,Karnataka,Dakshina Kannada,575002,32,321
01-03-2025,Telangana,Mahabubnagar,509130,54,122
01-03-2025,Odisha,Balangir,767032,58,499
01-03-2025,Uttar Pradesh,Hathras,204213,49,684
01-03-2025,Maharashtra,Akola,444006,11,172
01-03-2025,Chhattisgarh,Kanker,494665,39,423
01-03-2025,Tamil Nadu,Tirunelveli,627601,13,125
01-03-2025,Assam,Sibsagar,785674,21,110
01-03-2025,Andhra Pradesh,Rangareddi,500074,10,96
01-03-2025,Maharashtra,Nanded,431604,53,479
01-03-2025,Andhra Pradesh,Guntur,522660,10,420
01-03-2025,Maharashtra,Nanded,431505,10,149
01-03-2025,Uttar Pradesh,Bhadohi,221310,27,208
01-03-2025,Rajasthan,Sirohi,307514,56,426
01-03-2025,Maharashtra,Solapur,413409,11,270
01-03-2025,Andhra Pradesh,Anantapur,515775,43,343
01-03-2025,Uttar Pradesh,Lucknow,226301,50,403
01-03-2025,Andhra Pradesh,Rangareddi,501301,18,71
01-03-2025,Telangana,Nizamabad,503123,14,44
01-03-2025,Telangana,Adilabad,504206,11,30
01-03-2025,Andhra Pradesh,Guntur,522414,51,454
01-03-2025,Odisha,Sambalpur,768212,68,378
01-03-2025,Assam,Bongaigaon,783391,14,90
01-03-2025,Jammu and Kashmir,Bandipore,193502,212,1059
01-03-2025,Bihar,Patna,801503,259,2114
01-03-2025,Madhya Pradesh,Shivpuri,473793,192,1172
01-03-2025,Uttarakhand,Chamoli,246401,13,149
01-03-2025,Rajasthan,Ajmer,305005,14,123
01-03-2025,Rajasthan,Bharatpur,321301,33,767
01-03-2025,Odisha,Mayurbhanj,757079,37,406
01-03-2025,West Bengal,Puruliya,723126,55,621
01-03-2025,Karnataka,Uttara Kannada,581440,11,98
01-03-2025,Jammu and Kashmir,Ramban,182145,60,307
01-03-2025,Andhra Pradesh,Visakhapatnam,531162,64,655
01-03-2025,Andhra Pradesh,Cuddapah,516321,12,111
01-03-2025,Tamil Nadu,Karur,639207,17,168
01-03-2025,Manipur,Imphal East,795130,14,121
01-03-2025,Tamil Nadu,Dindigul,624705,21,303
01-03-2025,Telangana,Medak,502335,36,71
01-03-2025,Tamil Nadu,Dharmapuri,635302,10,250
01-03-2025,Bihar,Saran,841401,79,679
01-03-2025,Andhra Pradesh,Khammam,507302,23,179
01-03-2025,Tamil Nadu,Cuddalore,607108,13,258
01-03-2025,Karnataka,Tumakuru,572127,11,73
01-03-2025,Telangana,Vikarabad,501143,59,199
01-03-2025,Andhra Pradesh,Bapatla,523187,12,78
01-03-2025,Maharashtra,Amravati,444902,10,76
01-03-2025,Andhra Pradesh,Warangal,506319,11,42
01-03-2025,Karnataka,Chitradurga,577555,20,124
01-04-2025,Haryana,Jind,126112,70,544
01-04-2025,Rajasthan,Kota,324001,169,1028
01-04-2025,Andhra Pradesh,Visakhapatnam,530027,67,495
01-04-2025,Rajasthan,Jaipur,302015,38,456
01-04-2025,Tamil Nadu,Kancheepuram,631501,47,640
01-04-2025,Telangana,K.v. Rangareddy,500049,165,1027
01-04-2025,Uttarakhand,Udham Singh Nagar,263152,78,873
01-04-2025,Delhi,North West Delhi,110039,640,2340
01-04-2025,Haryana,Sonipat,131024,19,161
01-04-2025,Karnataka,Ballari,583102,62,307
01-04-2025,Rajasthan,Ajmer,305001,407,2851
01-04-2025,Delhi,South Delhi,110065,127,1009
01-04-2025,West Bengal,South 24 Parganas,743355,100,1661
01-04-2025,Andhra Pradesh,Ananthapuramu,515001,171,829
01-04-2025,Rajasthan,Bundi,323801,32,525
01-04-2025,Karnataka,Hassan,573116,43,306
01-04-2025,Tamil Nadu,Tiruppur,641664,83,648
01-04-2025,Karnataka,Bengaluru,560067,138,766
01-04-2025,Haryana,Rohtak,124412,10,38
01-04-2025,Uttarakhand,Champawat,262524,86,649
01-04-2025,Karnataka,Kalaburagi,585101,111,281
01-04-2025,Chandigarh,Chandigarh,160002,246,641
01-04-2025,Madhya Pradesh,Shahdol,484770,132,553
01-04-2025,Haryana,Gurgaon,122001,867,5452
01-04-2025,Himachal Pradesh,Una,174315,13,113
01-04-2025,Delhi,South Delhi,110074,301,1805
01-04-2025,Haryana,Rohtak,124112,39,254
